playerID,playerName,nationality,birthDate,height,weight,position
11357,Adrien Silva,Portugal,15/03/1989,171,,Midfielder
66506,Romaric Yapi,France,13/07/2000,178,,Defender
12114,Cenk Tosun,Turkey,07/06/1991,183,78,Forward
24807,Vítezslav Jaros,Czech Republic,23/07/2001,,,Goalkeeper
14393,Jamie Shackleton,England,08/10/1999,168,65,Midfielder
49961,Lyanco,Brazil,01/02/1997,187,85,Defender
10827,Remi Matthews,England,10/02/1994,184,78,Goalkeeper
20196,Yoshinori Muto,Japan,15/07/1992,179,,Forward
14608,Jayden Bogle,England,27/07/2000,178,,Defender
3654,Pablo Zabaleta,Argentina,16/01/1985,176,,Defender
14778,Tom Dele-Bashiru,Nigeria,17/09/1999,183,,Midfielder
15134,Nya Kirby,England,31/01/2000,174,,Midfielder
45351,Marvelous Nakamba,Zimbabwe,19/01/1994,178,71,Midfielder
10604,Jota,Spain,16/06/1991,180,,Midfielder
10651,Joseph Gomez,England,23/05/1997,188,77,Defender
68593,Hannibal Mejbri,Tunisia,21/01/2003,177,,Midfielder
13344,Matthew Cash,Poland,07/08/1997,185,,Defender
4351,Ryan Bennett,England,06/03/1990,188,,Defender
48690,Joshua Wilson-Esbrand,England,26/12/2002,,,Defender
15687,Juninho Bacuna,Curacao,07/08/1997,178,,Midfielder
23869,Jack Bycroft,England,21/09/2001,,,Goalkeeper
5668,Miguel Britos,Uruguay,17/07/1985,188,,Defender
4136,Conor Coady,England,25/02/1993,185,73,Defender
25071,Pierre Lees-Melou,France,25/05/1993,185,69,Midfielder
16347,Barry Douglas,Scotland,04/09/1989,176,,Defender
51436,Leo Østigård,Norway,28/11/1999,182,,Defender
114590,William Osula,Denmark,04/08/2003,,,Forward
2338,Andrew Surman,England,20/08/1986,178,,Midfielder
51777,Marc Leonard,Scotland,19/12/2001,,,Midfielder
51563,Max Woltman,England,20/08/2003,,,Forward
51539,Terell Pennant,England,14/09/2002,,,Midfielder
12444,Jonas Lössl,Denmark,01/02/1989,195,89,Goalkeeper
4815,Matt Targett,England,18/09/1995,183,70,Defender
63634,Lucas Perri,Brazil,10/12/1997,194,,Goalkeeper
24341,Bryce Hosannah,England,08/04/1999,,,Defender
66578,Reece Welch,England,19/09/2003,,,Defender
14715,Admiral Muskwe,Zimbabwe,21/08/1998,183,,Forward
3058,Stephen Henderson,Ireland,02/05/1988,193,,Goalkeeper
8882,Philip Billing,Denmark,11/06/1996,193,,Midfielder
11070,Jesús Gámez,Spain,10/04/1985,177,,Defender
74743,Melvin Sitti,France,14/02/2000,182,,Midfielder
14693,Josh Knight,England,07/09/1997,185,,Defender
5051,João Cancelo,Portugal,27/05/1994,182,74,Defender
4507,Kevin Mirallas,Belgium,05/10/1987,182,,Forward
13494,Shinji Okazaki,Japan,16/04/1986,174,,Forward
8871,Alex Smithies,England,05/03/1990,185,,Goalkeeper
53085,Andrew Omobamidele,Ireland,23/06/2002,188,,Defender
104260,Niall Huggins,Wales,18/12/2000,,,Defender
68580,Dexter Lembikisa,England,04/11/2003,,,Defender
20005,James Hillson,England,14/01/2001,,,Goalkeeper
4777,Gerard Deulofeu,Spain,13/03/1994,177,,Forward
5790,Diego Llorente,Spain,16/08/1993,186,75,Defender
32162,André-Frank Zambo Anguissa,Cameroon,16/11/1995,184,,Midfielder
10394,Bertrand Traoré,Burkina Faso,06/09/1995,181,73,Forward
53177,Lucas De Bolle,Scotland,22/10/2002,,,Midfielder
8168,Dale Stephens,England,12/06/1989,169,71,Midfielder
90664,Kane O'Connor,Scotland,17/01/2001,,,Defender
3505,David Button,England,27/02/1989,191,,Goalkeeper
4259,Samir Carruthers,Ireland,04/04/1993,173,,Midfielder
12520,Mateo Kovacic,Croatia,06/05/1994,178,78,Midfielder
9474,Aaron Tshibola,DR Congo,02/01/1995,190,,Midfielder
9664,Jack Payne,England,25/10/1994,165,,Midfielder
3819,Grant Hanley,Scotland,20/11/1991,187,81,Defender
14623,Beni Baningime,DR Congo,09/09/1998,178,,Midfielder
15608,Ragnar Klavan,Estonia,30/10/1985,187,,Defender
33185,Harvey Elliott,England,04/04/2003,170,,Midfielder
51418,Samuel Sharrock-Peplow,England,14/07/2002,,,Midfielder
10479,Freddie Woodman,England,04/03/1997,188,,Goalkeeper
70150,Christian Saydee,England,10/05/2002,181,,Forward
6519,Sadio Mané,Senegal,10/04/1992,175,69,Forward
24797,Dwight McNeil,England,22/11/1999,183,68,Midfielder
22047,Christoph Zimmermann,Germany,12/01/1993,194,92,Defender
3920,Paul Pogba,France,15/03/1993,191,84,Midfielder
75104,Thierry Small,England,01/08/2004,,,Defender
4725,Callum Robinson,Ireland,02/02/1995,178,,Forward
7975,David Raya,Spain,15/09/1995,183,80,Goalkeeper
4539,Wilfried Zaha,Cote D’Ivoire,10/11/1992,180,66,Forward
12847,Pontus Jansson,Sweden,13/02/1991,194,89,Defender
23784,Thakgalo Leshabela,South Africa,18/09/1999,175,,Midfielder
14753,Ovie Ejaria,England,18/11/1997,183,,Midfielder
5064,Hélder Costa,Angola,12/01/1994,178,,Forward
5782,Raphaël Varane,France,25/04/1993,191,81,Defender
20178,Neeskens Kebano,DR Congo,10/03/1992,170,,Midfielder
9634,Connor Goldson,England,18/12/1992,191,,Defender
15715,José Sá,Portugal,17/01/1993,192,84,Goalkeeper
66094,Nuno Tavares,Portugal,26/01/2000,183,75,Defender
19603,Lys Mousset,France,08/02/1996,184,,Forward
8148,Stuart Dallas,Northern Ireland,19/04/1991,183,81,Midfielder
14803,Daniel Arzani,Australia,04/01/1999,171,,Forward
3934,Matt Ritchie,Scotland,10/09/1989,172,76,Midfielder
14743,Paulo Alves,Portugal,25/12/1997,176,,Midfielder
8159,Christian Walton,England,09/11/1995,182,,Goalkeeper
9576,Dominic Calvert-Lewin,England,16/03/1997,187,71,Forward
24994,Patson Daka,Zambia,09/10/1998,183,71,Forward
21612,William Troost-Ekong,Nigeria,01/09/1993,191,82,Defender
2559,Martin Cranie,England,26/09/1986,183,,Defender
14713,Josh Felix-Eppiah,Belgium,11/10/1998,179,,Forward
35781,Allan Tchaptchet,France,21/12/2001,193,,Defender
9117,Ben Gibson,England,15/01/1993,185,78,Defender
5570,Nicolas Nkoulou,Cameroon,27/03/1990,184,77,Defender
14902,Owen Bailey,England,22/01/1999,,,Defender
2508,Kasper Schmeichel,Denmark,05/11/1986,189,89,Goalkeeper
4909,Roberto Jiménez,Spain,10/02/1986,192,,Goalkeeper
8335,Gary Madine,England,24/08/1990,193,,Forward
3251,Adrian Mariappa,Jamaica,03/10/1986,180,,Defender
4750,André Schürrle,Germany,06/11/1990,184,,Midfielder
4125,Cauley Woodrow,England,02/12/1994,184,,Forward
14619,Mateusz Hewelt,Poland,23/09/1996,186,,Goalkeeper
49267,Finley Burns,England,17/06/2003,,,Defender
52625,Luke Matheson,England,02/10/2002,,,Defender
5682,Jorginho,Italy,20/12/1991,180,65,Midfielder
13716,Cuco Martina,Curacao,25/09/1989,185,,Defender
13511,Roberto Firmino,Brazil,02/10/1991,181,76,Forward
20810,Kai Havertz,Germany,11/06/1999,188,83,Midfielder
8598,James Husband,England,03/01/1994,179,,Defender
5220,Fabian Schär,Switzerland,20/12/1991,188,84,Defender
4525,Philippe Coutinho,Brazil,12/06/1992,172,68,Midfielder
23721,Henry Wise,England,01/01/2000,174,,Midfielder
7103,Zanka,Denmark,23/04/1990,191,79,Defender
14671,Matt O'Riley,Denmark,21/11/2000,,,Midfielder
20180,Achraf Lazaar,Morocco,22/01/1992,184,,Defender
5758,Lucas Digne,France,20/07/1993,178,74,Defender
4084,Jason David Ian Puncheon,England,18/06/1986,173,,Midfielder
32435,Fabián Balbuena,Paraguay,23/08/1991,188,,Defender
14341,Lloyd Humphries,Wales,03/10/1997,,,Midfielder
20941,Rayhaan Tulloch,England,20/01/2001,178,,Midfielder
15133,Shilow Tracey,England,29/04/1998,179,,Midfielder
5001,Emre Can,Germany,12/01/1994,186,,Midfielder
15549,Frédéric Guilbert,France,24/12/1994,178,,Defender
12322,Takumi Minamino,Japan,16/01/1995,174,68,Forward
8321,Mark Gillespie,England,27/03/1992,192,83,Goalkeeper
10443,Dominic Solanke,England,14/09/1997,187,,Forward
75317,Peter Keen,England,16/11/1976,183,,Goalkeeper
65849,Kgaogelo Chauke,England,08/01/2003,,,Midfielder
11965,Matt Butcher,England,14/05/1997,188,,Midfielder
3564,Marc Albrighton,England,18/11/1989,175,74,Midfielder
9869,Baily Cargill,England,05/07/1995,189,,Defender
19909,Kamil Grabara,Poland,08/01/1999,195,,Goalkeeper
4845,Christian Eriksen,Denmark,14/02/1992,182,76,Midfielder
9567,Kieron Freeman,Wales,21/03/1992,178,,Defender
14267,Tyler Smith,England,04/12/1998,178,,Forward
39606,Sergio Reguilón,Spain,16/12/1996,178,68,Defender
8897,Aaron Cresswell,England,15/12/1989,170,66,Defender
4608,Luke Shaw,England,12/07/1995,185,75,Defender
23750,Ryan Astley,Wales,04/10/2001,,,Defender
15418,Moses Makasi,England,22/09/1995,,,Midfielder
20109,Jannik Vestergaard,Denmark,03/08/1992,199,98,Defender
13962,Josh Pask,England,01/11/1997,187,,Defender
66722,Bjorn Hardley,Netherlands,19/12/2002,,,Defender
4356,Anthony Pilkington,Ireland,06/06/1988,180,,Midfielder
8174,Leonardo Ulloa,Argentina,26/07/1986,188,,Forward
3046,Kieran Gibbs,England,26/09/1989,181,,Defender
24231,Elijah Dixon-Bonner,England,01/01/2001,,,Midfielder
50252,Nicolas Pépé,Cote D’Ivoire,29/05/1995,183,73,Forward
14566,Jared Thompson,Northern Ireland,23/02/1999,,,Goalkeeper
5907,Bernard,Brazil,08/09/1992,164,,Forward
16286,Rodri,Spain,22/06/1996,191,82,Midfielder
51559,Thomas Hill,England,13/10/2002,,,Forward
14548,Benjamin White,England,08/10/1997,182,78,Defender
4851,Matej Vydra,Czech Republic,01/05/1992,180,71,Forward
14945,Benny Ashley-Seal,England,21/11/1998,,,Forward
49489,Daniel Oyegoke,England,03/01/2003,,,Defender
4785,Allan McGregor,Scotland,31/01/1982,183,,Goalkeeper
8293,Will Norris,England,12/08/1993,195,74,Goalkeeper
3868,Luke Garbutt,England,21/05/1993,179,,Defender
3713,Jack Colback,England,24/10/1989,177,,Midfielder
51609,Dennis Cirkin,England,06/04/2002,181,,Defender
5272,Pierre-Emile Højbjerg,Denmark,05/08/1995,187,84,Midfielder
98302,Sil Swinkels,Netherlands,06/01/2004,,,Defender
120096,Kayky,Brazil,11/06/2003,175,68,Forward
5169,Teemu Pukki,Finland,29/03/1990,180,75,Forward
13987,Pablo Maffeo,Spain,12/07/1997,172,,Defender
5384,Leroy Sané,Germany,11/01/1996,183,,Forward
4813,Dejan Lovren,Croatia,05/07/1989,188,,Defender
2934,Patrice Evra,France,15/05/1981,174,,Defender
4129,Jon Flanagan,England,01/01/1993,181,,Defender
32989,Michael Olise,France,12/12/2001,176,,Midfielder
21506,Jonathan De Bie,Belgium,28/05/2000,,,Goalkeeper
20722,Sam Dalby,England,07/12/1999,,,Forward
32998,Harrison Sohna,England,01/07/2002,,,Midfielder
3979,James McCarthy,Ireland,12/11/1990,180,,Midfielder
21532,Michael Obafemi,Ireland,06/07/2000,169,,Forward
11363,Matheus Pereira,Brazil,05/05/1996,175,,Midfielder
4112,Eric Dier,England,15/01/1994,188,88,Defender
16758,Maxwel Cornet,Cote D’Ivoire,27/09/1996,179,69,Midfielder
11284,Arthur Masuaku,DR Congo,07/11/1993,179,70,Defender
10004,Bakary Sako,Mali,26/04/1988,183,,Midfielder
9603,Caolan Lavery,Northern Ireland,22/10/1992,180,,Forward
9417,Jordan Hugill,England,04/06/1992,183,,Forward
21797,Oladapo Afolayan,England,11/09/1997,180,,Forward
13509,Ryan Kent,England,11/11/1996,172,,Forward
117318,Pape Sarr,Senegal,14/09/2002,185,,Midfielder
19929,Ian Poveda-Ocampo,England,09/02/2000,165,,Forward
32673,Rhys Norrington-Davies,Wales,22/04/1999,181,,Defender
7548,Vicente Guaita,Spain,10/01/1987,190,81,Goalkeeper
22870,Patrick Cutrone,Italy,03/01/1998,183,,Forward
14916,Timi Odusina,England,28/10/1999,,,Defender
9947,Troy Deeney,England,29/06/1988,183,,Forward
51238,Caleb Watts,Australia,16/01/2002,171,,Midfielder
4276,Tim Ream,United States,05/10/1987,186,,Defender
5140,Virgil van Dijk,Netherlands,08/07/1991,193,92,Defender
20081,Ryan Giles,England,26/01/2000,179,,Midfielder
3719,Heurelho Gomes,Brazil,15/02/1981,191,,Goalkeeper
19925,Ellis Simms,England,05/01/2001,,,Forward
49173,Ed Turns,Wales,18/10/2002,,,Defender
70216,Isaac Price,Northern Ireland,26/09/2003,,,Midfielder
8956,Ross McCormack,Scotland,18/08/1986,175,,Forward
14720,Daniel Atherton,England,18/12/1999,,,Goalkeeper
14487,Jake Doyle-Hayes,Ireland,30/12/1998,,,Midfielder
24232,Paul Glatzel,England,20/02/2001,,,Forward
66378,Illan Meslier,France,02/03/2000,193,74,Goalkeeper
12707,Ederson,Brazil,17/08/1993,188,86,Goalkeeper
8616,Sean Raggett,England,17/04/1993,181,,Defender
10543,Sheyi Ojo,England,19/06/1997,177,,Midfielder
13235,Richard Towell,Ireland,17/07/1991,173,,Midfielder
5345,Steven Defour,Belgium,15/04/1988,173,,Midfielder
3517,James Tomkins,England,29/03/1989,192,74,Defender
13961,Harry Wilson,Wales,22/03/1997,173,,Midfielder
11364,Islam Slimani,Algeria,18/06/1988,188,,Forward
15258,Niall Ennis,England,20/05/1999,180,,Forward
5375,Joel Matip,Cameroon,08/08/1991,195,90,Defender
64519,Jaden Philogene-Bidace,England,08/02/2002,,,Midfielder
11362,Daniel Podence,Portugal,21/10/1995,165,58,Midfielder
43859,Mackenzie Hunt,England,14/11/2001,,,Midfielder
14164,Aaron Wan-Bissaka,England,26/11/1997,183,72,Defender
3546,Samir Nasri,France,26/06/1987,175,,Midfielder
19967,Kelland Watts,England,03/11/1999,,,Defender
14835,Ethan Hamilton,Scotland,18/10/1998,187,,Midfielder
11241,Erdal Rakip,North Macedonia,13/02/1996,180,,Midfielder
2936,James Chester,Wales,23/01/1989,180,,Defender
7163,Dani Ceballos,Spain,07/08/1996,179,,Midfielder
14771,Demeaco Duhaney,England,13/10/1998,180,,Defender
4246,Per Mertesacker,Germany,29/09/1984,198,,Defender
11575,Rob Holding,England,20/09/1995,189,75,Defender
69816,Kwadwo Baah,Germany,27/01/2003,,,Midfielder
4626,Billy Sharp,England,05/02/1986,175,,Forward
5577,Brice Dja Djédjé,Cote D’Ivoire,23/12/1990,170,,Defender
14578,Kyle Scott,United States,22/12/1997,172,,Midfielder
3877,Adam Forshaw,England,08/10/1991,174,71,Midfielder
23872,Christoph Klarer,Austria,14/06/2000,191,,Midfielder
13867,Sam Field,England,08/05/1998,191,,Midfielder
4804,Fernandinho,Brazil,04/05/1985,179,67,Midfielder
14949,Joe Tupper,England,15/11/1997,,,Goalkeeper
45519,George Johnston,Scotland,01/09/1998,181,,Defender
50468,Gavin Kilkenny,Ireland,01/02/2000,,,Midfielder
31662,J'Neil Bennett,England,07/12/2001,,,Forward
10522,DeAndre Yedlin,United States,09/07/1993,172,,Defender
21760,Luka Racic,Denmark,08/05/1999,,,Defender
2896,John Ruddy,England,24/10/1986,193,97,Goalkeeper
23955,Jubril Okedina,England,26/10/2000,,,Defender
9595,Michail Antonio,Jamaica,28/03/1990,180,82,Forward
14473,Mitchell Clark,Wales,13/03/1999,,,Defender
24214,Kyle Taylor,England,26/05/1999,,,Midfielder
33072,Tony Gallacher,Scotland,23/07/1999,173,,Defender
11213,Roberto Pereyra,Argentina,07/01/1991,182,,Midfielder
19617,Nampalys Mendy,Senegal,23/06/1992,167,73,Midfielder
51437,Peter Gwargis,Sweden,04/09/2000,,,Midfielder
6425,Joselu,Spain,27/03/1990,192,,Forward
23810,Anthony Driscoll-Glennon,England,26/11/1999,181,,Defender
8044,Simon Francis,England,16/02/1985,183,,Defender
3452,Danny Welbeck,England,26/11/1990,185,73,Forward
25534,Alex Gilbert,Ireland,28/12/2001,,,Forward
10559,Daniel Agyei,England,01/06/1997,183,,Forward
15119,Anton Walkes,England,08/02/1997,187,,Defender
2912,David Martin,England,22/01/1986,185,85,Goalkeeper
24638,Nabili Zoubdi Touaizi,Morocco,01/02/2001,,,Forward
66692,Hugo Bueno,Spain,18/09/2002,180,73,Defender
7105,Jetro Willems,Netherlands,30/03/1994,169,,Defender
25311,Orestis Karnezis,Greece,11/07/1985,189,,Goalkeeper
4666,Jan Vertonghen,Belgium,24/04/1987,189,,Defender
20088,Prince Alban Oniangué,Congo,04/11/1988,190,,Midfielder
15123,Timothy Eyoma,England,29/01/2000,183,,Defender
25203,Lukas Rupp,Germany,08/01/1991,178,73,Midfielder
49956,Antonio Barreca,Italy,18/03/1995,180,,Defender
51423,John McGinn,Scotland,18/10/1994,178,68,Midfielder
4289,Lucas Piazon,Brazil,20/01/1994,182,,Midfielder
23695,Marcin Bulka,Poland,04/10/1999,199,,Goalkeeper
54032,Mamadou Dialla Sylla,Spain,26/01/2003,179,,Midfielder
14824,Scott McTominay,Scotland,08/12/1996,193,88,Midfielder
4495,Andreas Christensen,Denmark,10/04/1996,187,82,Defender
52951,Ki-Jana Hoever,Netherlands,18/01/2002,180,65,Defender
7985,Connor Mahoney,England,12/02/1997,175,,Midfielder
10433,Andre Green,England,26/07/1998,180,,Forward
13089,Mateusz Klich,Poland,13/06/1990,183,84,Midfielder
19778,Mikel Merino,Spain,22/06/1996,188,,Midfielder
92635,Toti,Portugal,16/01/1999,187,72,Defender
10535,Reece Oxford,England,16/12/1998,193,,Defender
4433,Alex Pritchard,England,03/05/1993,171,,Midfielder
25313,Davide Zappacosta,Italy,11/06/1992,185,,Defender
20958,Moise Kean,Italy,28/02/2000,183,,Forward
10444,Pape Souaré,Senegal,06/06/1990,178,,Defender
13550,Cameron Humphreys-Grant,England,22/08/1998,185,,Defender
13281,Fikayo Tomori,England,19/12/1997,185,,Defender
8584,Craig Bryson,Scotland,06/11/1986,170,,Midfielder
4664,Hugo Lloris,France,26/12/1986,188,82,Goalkeeper
30534,Daniel Chesters,England,04/04/2002,,,Midfielder
23556,Mathias Normann,Norway,28/05/1996,179,75,Midfielder
23827,Rabbi Matondo,Wales,09/09/2000,175,,Forward
24722,Jack Spong,England,04/02/2002,,,Midfielder
11002,Jason Denayer,Belgium,28/06/1995,184,,Defender
8707,Dan Burn,England,09/05/1992,198,87,Defender
51480,Ryan Alebiosu,England,17/12/2001,,,Defender
6528,Valentino Lazaro,Austria,24/03/1996,180,,Midfielder
3319,Rui Fonte,Portugal,23/04/1990,179,,Forward
3945,Ben Marshall,England,29/03/1991,183,,Midfielder
8887,Sean Scannell,Ireland,17/09/1990,176,,Midfielder
4179,Simon Mignolet,Belgium,06/03/1988,193,,Goalkeeper
14569,Marc Guéhi,England,13/07/2000,182,82,Defender
19758,Diogo Jota,Portugal,04/12/1996,178,68,Forward
66494,Emil Krafth,Sweden,02/08/1994,184,83,Defender
1634,Michael Carrick,England,28/07/1981,188,,Midfielder
13274,Ezri Konsa,England,23/10/1997,183,77,Defender
14829,Jimmy Dunne,Ireland,19/10/1997,183,,Defender
24353,Lewis O'Brien,England,14/10/1998,173,,Midfielder
4918,Javier Manquillo,Spain,05/05/1994,178,76,Defender
12212,José Izquierdo,Colombia,07/07/1992,171,,Forward
5850,Chancel Mbemba,DR Congo,08/08/1994,182,,Defender
50230,Andi Zeqiri,Switzerland,22/06/1999,181,,Forward
16234,Ezequiel Schelotto,Argentina,23/05/1989,187,,Defender
25292,Dimitri Foulquier,Guadeloupe,23/03/1993,183,,Defender
11347,Cédric Soares,Portugal,31/08/1991,172,67,Defender
4747,Marco van Ginkel,Netherlands,01/12/1992,180,,Midfielder
13389,Tom Davies,England,30/06/1998,180,70,Midfielder
5879,Aleksandar Mitrovic,Serbia,16/09/1994,189,,Forward
2886,Ryan Bertrand,England,05/08/1989,179,85,Defender
4482,Chuba Akpom,England,09/10/1995,183,,Forward
51553,Kasey McAteer,England,22/11/2001,,,Midfielder
43087,Peter Etebo,Nigeria,09/11/1995,172,70,Midfielder
3160,Craig Cathcart,Northern Ireland,06/02/1989,188,73,Defender
3413,Ryan Babel,Netherlands,19/12/1986,185,,Forward
3902,Jack Robinson,England,01/09/1993,168,,Defender
4258,Enda Stevens,Ireland,09/07/1990,183,,Defender
3830,Lee Chung-Yong,South Korea,02/07/1988,180,,Midfielder
78239,Joseph McGlynn,Scotland,27/09/2002,,,Forward
53093,William Dennis,England,10/07/2000,,,Goalkeeper
53269,Oliver Casey,England,14/10/2000,188,,Defender
16006,Konstantinos Tsimikas,Greece,12/05/1996,178,77,Defender
50165,Ozan Kabak,Turkey,25/03/2000,186,86,Defender
14255,Jake Eastwood,England,03/10/1996,193,,Goalkeeper
20750,Hakim Ziyech,Morocco,19/03/1993,180,65,Midfielder
14698,Elliott Moore,England,16/03/1997,,,Defender
32388,Emiliano Marcondes,Denmark,09/03/1995,182,,Midfielder
25089,Ken Sema,Sweden,30/09/1993,180,69,Midfielder
115025,Jacob Montes,United States,20/10/1998,,,Midfielder
13871,Pedro Obiang,Equatorial Guinea,27/03/1992,185,,Midfielder
19679,Bartosz Kapustka,Poland,23/12/1996,179,,Midfielder
31663,Malachi Fagan-Walcott,England,11/03/2002,,,Defender
2053,Robert Huth,Germany,18/08/1984,191,,Defender
6451,Martin Dúbravka,Slovakia,15/01/1989,190,83,Goalkeeper
15661,Birkir Bjarnason,Iceland,27/05/1988,183,,Midfielder
20101,Rekeem Harper,England,08/03/2000,188,,Midfielder
8454,Callum Wilson,England,27/02/1992,180,66,Forward
25094,Saman Ghoddos,Iran,06/09/1993,176,75,Forward
20277,Jonny,Spain,03/03/1994,175,70,Defender
51593,Elliot Anderson,Scotland,06/11/2002,,,Midfielder
23659,Ben Winterbottom,England,16/07/2001,,,Goalkeeper
5334,Eliaquim Mangala,France,13/02/1991,188,,Defender
10465,Divock Origi,Belgium,18/04/1995,185,75,Forward
14944,Todd Cantwell,England,27/02/1998,177,,Midfielder
4154,Anders Lindegaard,Denmark,13/04/1984,193,,Goalkeeper
47259,Philip Heise,Germany,20/06/1991,184,,Defender
10451,Muhamed Besic,Bosnia & Herzegovina,10/09/1992,180,,Midfielder
4743,Rhys Healey,England,06/12/1994,180,,Forward
24346,Ryan Schofield,England,11/12/1999,190,,Goalkeeper
14565,Jamie Cumming,England,04/09/1999,186,,Goalkeeper
12198,Laurens De Bock,Belgium,07/11/1992,179,74,Defender
53182,Theo Corbeanu,Canada,17/05/2002,190,,Forward
30528,Yasser Larouci,France,01/01/2001,176,,Defender
67201,Harvey Vale,England,11/09/2003,,,Midfielder
23793,Calvin Bassey,Nigeria,31/12/1999,185,,Defender
9426,Adam Webster,England,04/01/1995,191,75,Defender
66590,Abu Kamara,England,,,,Defender
4348,Jed Steer,England,23/09/1992,183,,Goalkeeper
3320,Luke Freeman,England,22/03/1992,181,,Midfielder
21702,Elliot Watt,Scotland,11/03/2000,175,,Midfielder
2464,Liam Rosenior,England,09/07/1984,178,,Defender
9982,Reece Burke,England,02/09/1996,189,,Defender
16256,Neal Maupay,France,14/08/1996,173,69,Forward
20055,Emmanuel Longelo,England,27/12/2000,,,Forward
46268,Kamil Miazek,Poland,15/08/1996,192,,Goalkeeper
11044,Aymeric Laporte,Spain,27/05/1994,191,86,Defender
14577,Richard Nartey,England,06/09/1998,184,,Defender
2007,Steve Sidwell,England,14/12/1982,178,,Midfielder
4416,Jazz Richards,Wales,12/04/1991,185,,Defender
49726,Mathias Jensen,Denmark,01/01/1996,180,68,Midfielder
20490,Mbwana Samatta,Tanzania,23/12/1992,183,,Forward
42331,Christian Nørgaard,Denmark,10/03/1994,187,76,Midfielder
4714,Mesut Özil,Germany,15/10/1988,180,,Midfielder
21957,Callum Wright,England,02/05/2000,,,Midfielder
16431,Rúben Dias,Portugal,14/05/1997,186,76,Defender
2980,Dean Whitehead,England,12/01/1982,180,,Midfielder
14655,Moritz Jenz,Germany,30/04/1999,190,,Defender
33335,Leighton Clarkson,England,19/10/2001,175,,Midfielder
15424,Harry Burgoyne,England,28/12/1996,195,,Goalkeeper
2537,Asmir Begovic,Bosnia & Herzegovina,20/06/1987,199,101,Goalkeeper
54392,Zack Steffen,United States,02/04/1995,191,86,Goalkeeper
14758,Ben Woodburn,Wales,15/10/1999,174,,Midfielder
24220,Karlo Ziger,Croatia,11/05/2001,,,Goalkeeper
23830,Dylan Levitt,Wales,17/11/2000,180,,Midfielder
51226,Nathan Young-Coombes,England,15/01/2003,,,Forward
2889,Jack Cork,England,25/06/1989,183,70,Midfielder
4620,Calum Chambers,England,20/01/1995,182,66,Defender
15009,Thomas O'Connor,Ireland,21/04/1999,,,Midfielder
12199,Björn Engels,Belgium,15/09/1994,193,,Defender
64142,Shola Shoretire,England,02/02/2004,170,,Forward
98300,Omari Hutchinson,England,29/10/2003,,,Midfielder
3983,Victor Moses,Nigeria,12/12/1990,177,,Midfielder
50234,Gabriel Magalhães,Brazil,19/12/1997,190,78,Defender
19922,Felix Nmecha,Germany,10/10/2000,188,,Midfielder
50989,Claudio Gomes,France,23/07/2000,164,,Midfielder
51695,Jamal Baptiste,England,11/11/2003,,,Defender
3508,Younes Kaboul,France,04/01/1986,193,,Defender
23575,Filip Krovinovic,Croatia,29/08/1995,175,,Midfielder
24809,Haydon Roberts,England,10/05/2002,,,Defender
49494,Myles Peart-Harris,England,18/09/2002,,,Midfielder
115169,Takehiro Tomiyasu,Japan,05/11/1998,188,70,Defender
50512,Mattéo Guendouzi,France,14/04/1999,185,,Midfielder
14283,George Hirst,England,15/02/1999,191,,Forward
14830,Angel Gomes,England,31/08/2000,161,,Midfielder
14335,Cameron Coxe,Wales,18/12/1998,185,,Defender
4654,Pablo Hernández,Spain,11/04/1985,173,,Midfielder
4509,John Lundstram,England,18/02/1994,181,,Midfielder
4135,Jonjo Shelvey,England,27/02/1992,184,80,Midfielder
2570,Carl Ikeme,Nigeria,08/06/1986,188,,Goalkeeper
72541,Omotayo Adaramola,Ireland,13/11/2003,,,Defender
4040,Benik Afobe,DR Congo,12/02/1993,183,,Forward
23199,Marco Stiepermann,Germany,09/02/1991,190,,Forward
14665,Jayden Harris,England,04/09/1999,,,Midfielder
14779,Kean Bryan,England,01/11/1996,185,,Defender
4818,Harrison Reed,England,27/01/1995,181,,Midfielder
15186,Reece Hannam,England,11/09/2000,,,Defender
2517,Phil Bardsley,Scotland,28/06/1985,180,74,Defender
4618,Adam Lallana,England,10/05/1988,172,73,Midfielder
9662,Jacob Murphy,England,24/02/1995,179,74,Midfielder
2340,David McGoldrick,Ireland,29/11/1987,183,,Forward
92692,Slobodan Tedic,Serbia,13/04/2000,190,,Forward
5181,Stipe Perica,Croatia,07/07/1995,192,,Forward
94666,Ismaila Coulibaly,Mali,25/12/2000,183,,Midfielder
15994,Allan,Brazil,08/01/1991,173,73,Midfielder
12005,Henrik Dalsgaard,Denmark,27/07/1989,192,,Defender
22548,Marcelo Djaló,Guinea-Bissau,08/10/1993,193,,Defender
51464,Jayden Bennetts,England,26/06/2001,,,Midfielder
51484,Antef Tsoungui,England,30/12/2002,,,Defender
69417,Charlie Savage,Wales,02/05/2003,,,Midfielder
25540,Mads Bech Sørensen,Denmark,07/01/1999,189,92,Defender
51557,Jarell Quansah,England,29/01/2003,,,Defender
4354,Andrew Crofts,Wales,29/05/1984,175,,Midfielder
3670,Danny Drinkwater,England,05/03/1990,178,,Midfielder
3929,Joel Ward,England,29/10/1989,188,83,Defender
3547,Jack Wilshere,England,01/01/1992,172,,Midfielder
3183,Ben Hamer,England,20/11/1987,192,,Goalkeeper
10074,Joe Ralls,England,12/10/1993,183,,Midfielder
